Group	subID	trial	item	itemname	patch	bid	bid_times	certainty	fixation_time	bid_start_time	bid_finish_time	RT
1	22071806	1	4	Umbrella	1	25.1	1	100.0	0.502	2.757	45.507	42.750
1	22071806	2	27	Wallet	2	5.0	1	100.0	46.009	46.878	64.271	17.393
1	22071806	3	11	Wired Earphones	1	15.9	1	100.0	64.772	65.846	79.127	13.281
1	22071806	4	5	Candle	1	5.3	1	100.0	79.629	81.927	90.013	8.086
1	22071806	5	32	Digital Weight Scale	2	30.2	1	100.0	90.515	91.973	107.709	15.736
1	22071806	6	3	Hand Soap	1	2.0	1	100.0	108.211	110.567	118.364	7.797
1	22071806	7	34	Watch	2	10.8	1	100.0	118.867	119.389	131.750	12.360
1	22071806	8	6	Notebook	1	1.9	1	100.0	132.252	133.850	145.921	12.072
1	22071806	9	20	Lighter	2	1.7	1	100.0	146.423	148.776	165.434	16.658
1	22071806	10	7	Coffee Mug	1	1.1	1	100.0	165.936	168.032	181.270	13.237
1	22071806	11	29	Wireless Phone Charger	2	15.1	1	100.0	181.772	183.992	213.435	29.442
1	22071806	12	13	Head Thermometer	1	15.1	1	100.0	213.936	215.223	227.455	12.231
1	22071806	13	23	Ruler	2	1.4	1	100.0	227.956	229.333	243.155	13.822
1	22071806	14	22	Travel Pillow	2	13.1	1	100.0	243.657	244.478	258.781	14.303
1	22071806	15	33	Large Coffee Machine	2	30.3	1	100.0	259.282	261.620	274.682	13.062
1	22071806	16	21	Spoon	2	1.0	1	100.0	275.184	277.493	293.114	15.621
1	22071806	17	24	Reusable Grocery Shopping Bag	2	1.0	1	100.0	293.616	296.320	307.941	11.621
1	22071806	18	14	Frying Pan	1	40.0	1	100.0	308.443	311.057	328.629	17.572
1	22071806	19	8	Bookbag	1	26.9	1	100.0	329.131	330.362	341.366	11.004
1	22071806	20	15	Blender	1	50.5	1	100.0	341.868	342.809	355.897	13.087
1	22071806	21	1	Toothpaste	1	1.0	1	100.0	356.399	358.522	373.572	15.050
1	22071806	22	26	Binoculars	2	25.4	1	100.0	374.074	376.612	391.022	14.410
1	22071806	23	16	Health Tracking Watch	1	10.1	1	100.0	391.524	392.353	404.316	11.963
1	22071806	24	36	Kettle	2	30.8	1	100.0	404.818	407.347	427.942	20.595
1	22071806	25	28	Digital Clock	2	15.5	1	100.0	428.444	430.891	444.440	13.549
1	22071806	26	2	Dry-Erase Marker	1	2.3	1	100.0	444.942	447.481	459.934	12.452
1	22071806	27	35	Underwater Camera	2	25.4	1	100.0	460.435	462.649	475.412	12.763
1	22071806	28	9	Charging Box (Multi-Plug In)	1	20.4	1	100.0	475.913	476.754	499.064	22.311
1	22071806	29	18	Robotic Vacuum Cleaner	1	35.2	1	100.0	499.566	501.913	515.073	13.161
1	22071806	30	31	Water Filter Pitcher	2	30.4	1	100.0	515.575	518.303	531.711	13.408
1	22071806	31	25	Water Bottle	2	1.3	1	100.0	532.213	533.502	549.563	16.062
1	22071806	32	30	Essential Oil Diffuser	2	23.0	1	100.0	550.065	552.410	568.148	15.739
1	22071806	33	17	Drone	1	50.8	1	100.0	568.650	571.549	583.997	12.449
1	22071806	34	19	Pen	2	1.1	1	100.0	584.499	586.320	594.006	7.686
1	22071806	35	12	Small Coffee Machine	1	26.1	1	100.0	594.508	596.600	608.283	11.682
1	22071806	36	10	Speaker	1	45.1	1	100.0	608.784	610.410	630.487	20.077
1	22071806	37	27	Wallet	2	2.3	2	100.0	630.989	633.941	644.249	10.308
1	22071806	38	7	Coffee Mug	1	1.3	2	100.0	644.751	645.330	661.764	16.434
1	22071806	39	12	Small Coffee Machine	1	26.5	2	100.0	662.265	664.930	674.615	9.685
1	22071806	40	31	Water Filter Pitcher	2	28.1	2	100.0	675.117	677.688	690.014	12.326
1	22071806	41	29	Wireless Phone Charger	2	20.9	2	100.0	690.516	691.653	706.723	15.070
1	22071806	42	18	Robotic Vacuum Cleaner	1	35.4	2	100.0	707.224	709.892	718.940	9.048
1	22071806	43	25	Water Bottle	2	1.3	2	100.0	719.442	721.948	735.310	13.361
1	22071806	44	14	Frying Pan	1	33.9	2	100.0	735.811	738.168	750.563	12.395
1	22071806	45	35	Underwater Camera	2	20.6	2	100.0	751.065	753.395	771.588	18.193
1	22071806	46	8	Bookbag	1	28.4	2	100.0	772.090	773.262	787.885	14.623
1	22071806	47	6	Notebook	1	1.3	2	100.0	788.387	790.810	799.536	8.726
1	22071806	48	33	Large Coffee Machine	2	38.4	2	100.0	800.038	802.352	810.259	7.907
1	22071806	49	19	Pen	2	1.3	2	100.0	810.761	811.659	836.200	24.541
1	22071806	50	3	Hand Soap	1	1.3	2	100.0	836.702	839.158	854.869	15.712
