Group	subID	trial	item	itemname	patch	bid	bid_times	certainty	fixation_time	bid_start_time	bid_finish_time	RT
2	22071904	1	36	Kettle	2	60.0	1	90.0	0.502	1.598	94.697	93.099
2	22071904	2	31	Water Filter Pitcher	2	50.0	1	90.0	95.199	96.639	128.396	31.756
2	22071904	3	15	Blender	1	50.0	1	80.0	128.897	131.185	183.808	52.623
2	22071904	4	7	Coffee Mug	1	25.0	1	100.0	184.310	187.137	221.254	34.117
2	22071904	5	25	Water Bottle	2	20.0	1	100.0	221.756	224.320	239.616	15.296
2	22071904	6	8	Bookbag	1	60.0	1	90.0	240.118	241.440	280.331	38.891
2	22071904	7	18	Robotic Vacuum Cleaner	1	60.0	1	90.0	280.833	281.742	328.361	46.619
2	22071904	8	5	Candle	1	20.0	1	90.0	328.863	331.120	352.705	21.585
2	22071904	9	24	Reusable Grocery Shopping Bag	2	5.0	1	100.0	353.207	356.150	390.778	34.628
2	22071904	10	12	Small Coffee Machine	1	50.0	1	90.0	391.280	393.446	451.207	57.760
2	22071904	11	3	Hand Soap	1	5.0	1	90.0	451.709	454.668	484.456	29.788
2	22071904	12	28	Digital Clock	2	30.0	1	90.0	484.958	487.761	505.853	18.092
2	22071904	13	10	Speaker	1	25.0	1	90.0	506.355	509.070	551.793	42.723
2	22071904	14	19	Pen	2	10.0	1	100.0	552.295	554.698	571.967	17.269
2	22071904	15	14	Frying Pan	1	30.0	1	98.0	572.469	573.467	595.147	21.680
2	22071904	16	21	Spoon	2	2.0	1	100.0	595.649	596.763	609.668	12.905
2	22071904	17	9	Charging Box (Multi-Plug In)	1	15.0	1	90.0	610.170	613.095	649.928	36.833
2	22071904	18	20	Lighter	2	2.5	1	100.0	650.430	650.960	676.756	25.796
2	22071904	19	26	Binoculars	2	60.0	1	95.0	677.258	678.800	698.047	19.248
2	22071904	20	1	Toothpaste	1	8.0	1	95.0	698.549	699.304	722.710	23.406
2	22071904	21	4	Umbrella	1	10.0	1	100.0	723.212	723.780	737.118	13.338
2	22071904	22	17	Drone	1	65.0	1	90.0	737.620	738.628	752.423	13.795
2	22071904	23	11	Wired Earphones	1	8.0	1	100.0	752.925	754.901	773.594	18.693
2	22071904	24	2	Dry-Erase Marker	1	2.5	1	100.0	774.095	774.744	788.978	14.234
2	22071904	25	6	Notebook	1	10.0	1	100.0	789.480	792.075	803.984	11.909
2	22071904	26	32	Digital Weight Scale	2	25.0	1	100.0	804.486	807.042	822.787	15.745
2	22071904	27	27	Wallet	2	20.0	1	95.0	823.289	824.725	840.394	15.669
2	22071904	28	16	Health Tracking Watch	1	25.0	1	95.0	840.896	843.633	864.650	21.017
2	22071904	29	13	Head Thermometer	1	20.0	1	99.0	865.152	867.255	877.667	10.413
2	22071904	30	22	Travel Pillow	2	20.0	1	100.0	878.169	879.655	908.455	28.800
2	22071904	31	23	Ruler	2	2.5	1	100.0	908.957	911.918	931.154	19.236
2	22071904	32	30	Essential Oil Diffuser	2	45.0	1	95.0	931.656	933.176	961.825	28.649
2	22071904	33	34	Watch	2	55.0	1	95.0	962.327	964.735	985.582	20.847
2	22071904	34	35	Underwater Camera	2	50.0	1	95.0	986.084	987.947	1007.805	19.858
2	22071904	35	29	Wireless Phone Charger	2	25.0	1	95.0	1008.307	1009.036	1024.787	15.751
2	22071904	36	33	Large Coffee Machine	2	80.0	1	100.0	1025.288	1026.899	1054.594	27.695
2	22071904	37	36	Kettle	2	35.0	2	95.0	1055.095	1056.202	1088.894	32.692
2	22071904	38	14	Frying Pan	1	25.0	2	95.0	1089.396	1090.276	1100.865	10.589
2	22071904	39	35	Underwater Camera	2	50.0	2	95.0	1101.367	1103.831	1146.920	43.089
2	22071904	40	13	Head Thermometer	1	20.0	2	95.0	1147.422	1147.961	1168.058	20.097
2	22071904	41	22	Travel Pillow	2	20.0	2	100.0	1168.559	1171.352	1187.723	16.371
2	22071904	42	29	Wireless Phone Charger	2	15.5	2	95.0	1188.225	1189.768	1208.087	18.319
2	22071904	43	10	Speaker	1	20.0	2	95.0	1208.589	1211.108	1233.595	22.488
