Group	subID	trial	item	itemname	patch	bid	bid_times	certainty	fixation_time	bid_start_time	bid_finish_time	RT
1	22102501	1	32	Digital Weight Scale	2	18.8	1	43.0	0.712	3.115	15.141	12.026
1	22102501	2	1	Toothpaste	1	2.7	1	63.0	15.643	17.641	26.056	8.415
1	22102501	3	22	Travel Pillow	2	13.6	1	50.0	26.558	28.143	43.119	14.977
1	22102501	4	35	Underwater Camera	2	43.8	1	50.0	43.621	45.134	54.497	9.363
1	22102501	5	27	Wallet	2	23.2	1	26.0	54.999	57.179	62.012	4.834
1	22102501	6	7	Coffee Mug	1	6.3	1	42.0	62.514	65.371	71.078	5.707
1	22102501	7	17	Drone	1	59.1	1	49.0	71.579	74.142	81.648	7.506
1	22102501	8	25	Water Bottle	2	14.7	1	44.0	82.150	83.645	95.812	12.167
1	22102501	9	28	Digital Clock	2	23.7	1	48.0	96.314	97.112	102.713	5.601
1	22102501	10	9	Charging Box (Multi-Plug In)	1	26.1	1	52.0	103.215	105.377	115.240	9.863
1	22102501	11	2	Dry-Erase Marker	1	4.2	1	48.0	115.742	117.017	122.071	5.055
1	22102501	12	5	Candle	1	14.8	1	47.0	122.573	123.476	136.817	13.340
1	22102501	13	20	Lighter	2	3.4	1	54.0	137.319	138.421	142.776	4.356
1	22102501	14	36	Kettle	2	20.1	1	52.0	143.278	145.639	154.112	8.473
1	22102501	15	8	Bookbag	1	23.2	1	52.0	154.614	156.355	164.082	7.727
1	22102501	16	16	Health Tracking Watch	1	33.1	1	52.0	164.584	166.767	173.719	6.952
1	22102501	17	33	Large Coffee Machine	2	20.0	1	50.0	174.220	176.191	188.405	12.214
1	22102501	18	12	Small Coffee Machine	1	12.9	1	49.0	188.907	189.537	195.218	5.681
1	22102501	19	18	Robotic Vacuum Cleaner	1	51.2	1	51.0	195.720	196.973	202.299	5.326
1	22102501	20	4	Umbrella	1	13.1	1	57.0	202.801	205.724	210.029	4.305
1	22102501	21	26	Binoculars	2	33.6	1	52.0	210.531	212.566	218.350	5.784
1	22102501	22	34	Watch	2	33.7	1	53.0	218.852	219.937	224.926	4.990
1	22102501	23	29	Wireless Phone Charger	2	22.9	1	49.0	225.428	228.176	235.632	7.456
1	22102501	24	19	Pen	2	6.2	1	49.0	236.134	238.932	246.349	7.417
1	22102501	25	15	Blender	1	41.1	1	49.0	246.851	247.361	256.117	8.755
1	22102501	26	24	Reusable Grocery Shopping Bag	2	3.7	1	55.0	256.619	257.601	261.212	3.611
1	22102501	27	31	Water Filter Pitcher	2	24.8	1	52.0	261.714	262.254	273.271	11.017
1	22102501	28	6	Notebook	1	2.1	1	56.0	273.773	276.439	283.412	6.973
1	22102501	29	10	Speaker	1	36.9	1	50.0	283.914	285.793	293.770	7.977
1	22102501	30	3	Hand Soap	1	2.6	1	57.0	294.272	297.026	306.195	9.169
1	22102501	31	23	Ruler	2	3.0	1	56.0	306.697	307.278	312.236	4.958
1	22102501	32	21	Spoon	2	4.2	1	52.0	312.738	314.636	322.501	7.865
1	22102501	33	14	Frying Pan	1	26.5	1	53.0	323.003	325.891	330.854	4.962
1	22102501	34	30	Essential Oil Diffuser	2	21.0	1	56.0	331.355	333.060	337.569	4.509
1	22102501	35	13	Head Thermometer	1	13.2	1	53.0	338.070	339.058	348.168	9.111
1	22102501	36	11	Wired Earphones	1	17.9	1	50.0	348.670	351.465	360.243	8.778
1	22102501	37	24	Reusable Grocery Shopping Bag	2	2.0	2	52.0	360.745	361.750	366.872	5.122
1	22102501	38	10	Speaker	1	27.6	2	51.0	367.374	369.986	376.700	6.714
1	22102501	39	21	Spoon	2	2.8	2	58.0	377.202	379.273	383.734	4.461
1	22102501	40	28	Digital Clock	2	25.2	2	54.0	384.236	387.066	394.425	7.359
1	22102501	41	20	Lighter	2	3.2	2	52.0	394.927	396.713	401.183	4.470
1	22102501	42	14	Frying Pan	1	25.8	2	52.0	401.685	402.729	412.799	10.070
1	22102501	43	22	Travel Pillow	2	19.1	2	55.0	413.301	414.421	421.085	6.664
1	22102501	44	16	Health Tracking Watch	1	25.5	2	58.0	421.587	423.199	430.298	7.099
1	22102501	45	25	Water Bottle	2	22.4	2	53.0	430.800	433.634	439.409	5.775
1	22102501	46	19	Pen	2	2.1	2	59.0	439.911	442.540	452.025	9.485
1	22102501	47	32	Digital Weight Scale	2	25.2	2	56.0	452.527	453.825	457.960	4.135
1	22102501	48	1	Toothpaste	1	3.3	2	56.0	458.462	461.445	466.371	4.926
1	22102501	49	13	Head Thermometer	1	9.4	2	52.0	466.874	467.498	473.707	6.209
1	22102501	50	36	Kettle	2	16.1	2	54.0	474.209	475.237	481.526	6.289
1	22102501	51	33	Large Coffee Machine	2	28.0	2	51.0	482.028	482.826	486.624	3.798
1	22102501	52	3	Hand Soap	1	2.8	2	64.0	487.126	490.013	494.092	4.079
1	22102501	53	4	Umbrella	1	9.9	2	59.0	494.594	497.481	503.254	5.773
1	22102501	54	12	Small Coffee Machine	1	22.5	2	55.0	503.756	504.841	518.030	13.188
1	22102501	55	30	Essential Oil Diffuser	2	21.3	2	56.0	518.532	519.542	522.438	2.896
1	22102501	56	27	Wallet	2	21.9	2	54.0	522.940	525.687	528.776	3.089
1	22102501	57	7	Coffee Mug	1	4.3	2	56.0	529.278	530.959	541.944	10.985
1	22102501	58	17	Drone	1	65.2	2	65.0	542.446	544.581	553.165	8.583
1	22102501	59	5	Candle	1	9.3	2	63.0	553.667	554.843	558.945	4.102
1	22102501	60	23	Ruler	2	4.4	2	60.0	559.447	559.957	571.026	11.069
