Group	subID	trial	item	itemname	patch	bid	bid_times	certainty	fixation_time	bid_start_time	bid_finish_time	RT
1	22072005	1	21	Spoon	2	0.3	1	100.0	0.502	1.739	33.775	32.036
1	22072005	2	6	Notebook	1	2.0	1	100.0	34.277	36.831	53.102	16.271
1	22072005	3	20	Lighter	2	1.5	1	100.0	53.604	56.598	70.535	13.938
1	22072005	4	8	Bookbag	1	10.0	1	89.0	71.037	73.407	91.704	18.297
1	22072005	5	17	Drone	1	35.1	1	70.0	92.206	94.584	133.894	39.310
1	22072005	6	25	Water Bottle	2	7.5	1	70.0	134.396	136.880	149.023	12.143
1	22072005	7	23	Ruler	2	1.0	1	100.0	149.525	150.519	160.477	9.958
1	22072005	8	32	Digital Weight Scale	2	20.0	1	100.0	160.979	163.587	181.482	17.894
1	22072005	9	19	Pen	2	0.5	1	100.0	181.984	184.275	190.937	6.662
1	22072005	10	27	Wallet	2	7.9	1	62.0	191.439	192.819	214.204	21.385
1	22072005	11	14	Frying Pan	1	25.0	1	90.0	214.706	215.245	238.704	23.459
1	22072005	12	10	Speaker	1	9.9	1	100.0	239.206	241.090	249.759	8.669
1	22072005	13	15	Blender	1	50.0	1	90.0	250.261	252.764	304.519	51.755
1	22072005	14	24	Reusable Grocery Shopping Bag	2	1.0	1	100.0	305.021	306.631	322.913	16.282
1	22072005	15	28	Digital Clock	2	5.0	1	70.0	323.415	326.068	341.490	15.422
1	22072005	16	31	Water Filter Pitcher	2	0.0	1	100.0	341.992	344.750	357.689	12.938
1	22072005	17	9	Charging Box (Multi-Plug In)	1	3.0	1	100.0	358.191	359.267	369.856	10.589
1	22072005	18	1	Toothpaste	1	2.0	1	100.0	370.357	372.196	378.096	5.900
1	22072005	19	29	Wireless Phone Charger	2	5.0	1	52.0	378.598	379.724	388.013	8.289
1	22072005	20	3	Hand Soap	1	2.0	1	100.0	388.515	390.623	403.440	12.817
1	22072005	21	33	Large Coffee Machine	2	18.7	1	87.0	403.942	404.950	418.006	13.057
1	22072005	22	16	Health Tracking Watch	1	30.3	1	62.0	418.508	420.599	443.930	23.331
1	22072005	23	12	Small Coffee Machine	1	15.0	1	51.0	444.432	445.930	458.821	12.891
1	22072005	24	22	Travel Pillow	2	10.0	1	69.0	459.323	461.574	475.080	13.505
1	22072005	25	13	Head Thermometer	1	8.0	1	100.0	475.582	478.456	487.855	9.400
1	22072005	26	35	Underwater Camera	2	15.1	1	60.0	488.357	490.410	497.970	7.560
1	22072005	27	34	Watch	2	12.7	1	34.0	498.472	499.578	517.416	17.838
1	22072005	28	30	Essential Oil Diffuser	2	15.1	1	39.0	517.918	518.484	526.886	8.402
1	22072005	29	2	Dry-Erase Marker	1	1.0	1	100.0	527.388	528.690	545.015	16.325
1	22072005	30	5	Candle	1	1.0	1	100.0	545.516	547.332	552.918	5.586
1	22072005	31	18	Robotic Vacuum Cleaner	1	20.1	1	79.0	553.420	555.135	579.170	24.035
1	22072005	32	4	Umbrella	1	15.3	1	100.0	579.672	582.525	593.094	10.569
1	22072005	33	11	Wired Earphones	1	5.0	1	100.0	593.595	595.688	602.565	6.877
1	22072005	34	7	Coffee Mug	1	0.9	1	100.0	603.067	604.485	613.809	9.324
1	22072005	35	36	Kettle	2	5.8	1	100.0	614.310	617.202	624.916	7.714
1	22072005	36	26	Binoculars	2	14.9	1	46.0	625.418	628.416	640.945	12.529
1	22072005	37	13	Head Thermometer	1	7.9	2	100.0	641.447	643.181	649.607	6.426
1	22072005	38	18	Robotic Vacuum Cleaner	1	20.0	2	100.0	650.108	652.578	662.029	9.451
1	22072005	39	19	Pen	2	0.9	2	100.0	662.531	664.941	668.608	3.667
1	22072005	40	31	Water Filter Pitcher	2	5.4	2	83.0	669.110	670.109	677.030	6.921
1	22072005	41	25	Water Bottle	2	7.1	2	69.0	677.532	678.121	684.259	6.138
1	22072005	42	20	Lighter	2	1.5	2	100.0	684.761	685.545	691.696	6.152
1	22072005	43	22	Travel Pillow	2	9.9	2	64.0	692.198	694.008	699.876	5.868
1	22072005	44	30	Essential Oil Diffuser	2	17.1	2	52.0	700.378	703.199	733.978	30.779
1	22072005	45	7	Coffee Mug	1	0.9	2	100.0	734.480	736.432	742.336	5.904
1	22072005	46	15	Blender	1	50.0	2	100.0	742.838	743.661	752.059	8.397
1	22072005	47	33	Large Coffee Machine	2	19.6	2	53.0	752.560	753.769	757.877	4.108
1	22072005	48	9	Charging Box (Multi-Plug In)	1	3.0	2	100.0	758.379	760.840	769.058	8.218
1	22072005	49	6	Notebook	1	2.0	2	100.0	769.561	771.723	779.356	7.634
1	22072005	50	5	Candle	1	1.0	2	100.0	779.858	781.347	789.476	8.128
1	22072005	51	36	Kettle	2	9.1	2	53.0	789.978	790.694	805.797	15.103
1	22072005	52	29	Wireless Phone Charger	2	4.8	2	100.0	806.299	807.765	811.609	3.844
1	22072005	53	1	Toothpaste	1	1.4	2	100.0	812.111	813.714	817.209	3.495
1	22072005	54	2	Dry-Erase Marker	1	1.0	2	100.0	817.711	819.484	823.285	3.801
1	22072005	55	16	Health Tracking Watch	1	23.2	2	53.0	823.787	825.569	832.320	6.750
1	22072005	56	24	Reusable Grocery Shopping Bag	2	1.1	2	100.0	832.821	834.530	842.185	7.655
