Group	subID	trial	item	itemname	patch	bid	bid_times	certainty	fixation_time	bid_start_time	bid_finish_time	RT
1	22072006	1	17	Drone	1	29.9	1	65.0	0.491	2.732	105.398	102.667
1	22072006	2	18	Robotic Vacuum Cleaner	1	39.9	1	68.0	105.900	108.733	135.713	26.979
1	22072006	3	12	Small Coffee Machine	1	24.9	1	70.0	136.214	136.951	173.220	36.269
1	22072006	4	6	Notebook	1	2.9	1	92.0	173.722	174.344	213.417	39.072
1	22072006	5	22	Travel Pillow	2	7.0	1	95.0	213.918	216.815	257.765	40.949
1	22072006	6	8	Bookbag	1	19.9	1	96.0	258.266	260.324	302.825	42.501
1	22072006	7	14	Frying Pan	1	19.9	1	90.0	303.327	306.060	341.512	35.452
1	22072006	8	2	Dry-Erase Marker	1	1.5	1	100.0	342.014	344.553	362.393	17.841
1	22072006	9	15	Blender	1	24.9	1	90.0	362.895	365.216	384.884	19.668
1	22072006	10	28	Digital Clock	2	15.0	1	82.0	385.385	387.035	433.415	46.379
1	22072006	11	32	Digital Weight Scale	2	29.0	1	88.0	433.916	434.852	455.860	21.007
1	22072006	12	36	Kettle	2	20.0	1	84.0	456.362	457.225	484.809	27.583
1	22072006	13	3	Hand Soap	1	1.5	1	96.0	485.310	487.381	504.691	17.311
1	22072006	14	33	Large Coffee Machine	2	35.0	1	92.0	505.193	506.116	528.731	22.614
1	22072006	15	21	Spoon	2	1.0	1	100.0	529.233	530.766	542.796	12.030
1	22072006	16	13	Head Thermometer	1	25.0	1	88.0	543.298	544.769	562.071	17.301
1	22072006	17	34	Watch	2	59.9	1	90.0	562.573	564.924	588.309	23.385
1	22072006	18	4	Umbrella	1	10.0	1	92.0	588.811	590.722	613.222	22.500
1	22072006	19	26	Binoculars	2	30.0	1	60.0	613.724	614.304	635.955	21.651
1	22072006	20	19	Pen	2	1.0	1	100.0	636.457	637.741	644.318	6.577
1	22072006	21	35	Underwater Camera	2	39.0	1	80.0	644.820	647.570	664.024	16.454
1	22072006	22	5	Candle	1	1.0	1	100.0	664.526	666.783	681.953	15.170
1	22072006	23	24	Reusable Grocery Shopping Bag	2	0.5	1	100.0	682.455	683.938	693.349	9.412
1	22072006	24	20	Lighter	2	1.0	1	100.0	693.851	695.948	705.726	9.778
1	22072006	25	31	Water Filter Pitcher	2	20.0	1	95.0	706.228	707.888	721.175	13.287
1	22072006	26	25	Water Bottle	2	2.0	1	96.0	721.677	723.301	738.070	14.770
1	22072006	27	23	Ruler	2	1.0	1	100.0	738.572	741.266	761.813	20.548
1	22072006	28	16	Health Tracking Watch	1	49.0	1	90.0	762.315	764.762	784.446	19.684
1	22072006	29	11	Wired Earphones	1	5.0	1	100.0	784.948	786.463	802.133	15.669
1	22072006	30	29	Wireless Phone Charger	2	20.0	1	92.0	802.635	804.528	821.957	17.429
1	22072006	31	7	Coffee Mug	1	1.0	1	100.0	822.459	824.943	837.915	12.973
1	22072006	32	1	Toothpaste	1	2.5	1	100.0	838.417	839.548	856.251	16.703
1	22072006	33	10	Speaker	1	19.9	1	78.0	856.753	858.920	879.732	20.812
1	22072006	34	30	Essential Oil Diffuser	2	20.0	1	42.0	880.234	881.918	902.464	20.545
1	22072006	35	9	Charging Box (Multi-Plug In)	1	20.0	1	48.0	902.966	904.595	934.347	29.752
1	22072006	36	27	Wallet	2	20.0	1	86.0	934.849	936.964	955.342	18.378
1	22072006	37	16	Health Tracking Watch	1	49.9	2	84.0	955.844	958.415	976.091	17.676
1	22072006	38	27	Wallet	2	20.0	2	84.0	976.593	977.498	992.447	14.948
1	22072006	39	12	Small Coffee Machine	1	39.9	2	78.0	992.948	994.611	1022.171	27.559
1	22072006	40	33	Large Coffee Machine	2	44.9	2	65.0	1022.672	1024.880	1041.781	16.901
1	22072006	41	22	Travel Pillow	2	7.0	2	91.0	1042.283	1043.134	1056.804	13.670
1	22072006	42	28	Digital Clock	2	15.0	2	78.0	1057.306	1058.444	1072.387	13.943
1	22072006	43	7	Coffee Mug	1	1.0	2	100.0	1072.889	1075.505	1088.568	13.064
1	22072006	44	31	Water Filter Pitcher	2	29.9	2	78.0	1089.070	1091.110	1120.422	29.313
1	22072006	45	23	Ruler	2	1.0	2	100.0	1120.924	1121.594	1136.308	14.714
1	22072006	46	25	Water Bottle	2	2.5	2	98.0	1136.809	1138.550	1156.648	18.098
1	22072006	47	26	Binoculars	2	29.9	2	88.0	1157.149	1158.210	1173.148	14.938
1	22072006	48	30	Essential Oil Diffuser	2	29.9	2	48.0	1173.650	1174.873	1197.369	22.495
1	22072006	49	15	Blender	1	24.9	2	84.0	1197.871	1198.585	1210.818	12.234
1	22072006	50	11	Wired Earphones	1	5.0	2	94.0	1211.320	1214.157	1224.940	10.783
1	22072006	51	9	Charging Box (Multi-Plug In)	1	24.9	2	58.0	1225.442	1227.780	1241.145	13.366
1	22072006	52	17	Drone	1	39.9	2	55.0	1241.647	1242.969	1262.477	19.508
1	22072006	53	2	Dry-Erase Marker	1	1.5	2	100.0	1262.979	1265.396	1278.425	13.029
1	22072006	54	3	Hand Soap	1	2.5	2	100.0	1278.927	1281.205	1301.848	20.643
1	22072006	55	36	Kettle	2	19.9	2	88.0	1302.349	1305.221	1315.154	9.932
1	22072006	56	8	Bookbag	1	24.9	2	92.0	1315.656	1316.781	1328.849	12.068
1	22072006	57	20	Lighter	2	1.0	2	100.0	1329.351	1330.710	1342.478	11.768
1	22072006	58	13	Head Thermometer	1	29.9	2	64.0	1342.979	1344.211	1357.962	13.751
1	22072006	59	10	Speaker	1	20.0	2	68.0	1358.464	1360.945	1378.713	17.768
1	22072006	60	35	Underwater Camera	2	30.0	2	62.0	1379.215	1380.660	1389.771	9.111
1	22072006	61	1	Toothpaste	1	2.5	2	100.0	1390.273	1392.652	1400.923	8.271
1	22072006	62	18	Robotic Vacuum Cleaner	1	39.9	2	82.0	1401.425	1402.251	1416.033	13.782
1	22072006	63	19	Pen	2	1.0	2	100.0	1416.534	1417.043	1428.210	11.168
1	22072006	64	29	Wireless Phone Charger	2	19.9	2	85.0	1428.712	1430.295	1439.396	9.101
1	22072006	65	4	Umbrella	1	10.0	2	92.0	1439.897	1442.545	1457.929	15.384
1	22072006	66	6	Notebook	1	2.9	2	95.0	1458.431	1460.010	1470.096	10.086
1	22072006	67	5	Candle	1	1.0	2	100.0	1470.597	1473.471	1484.357	10.886
1	22072006	68	21	Spoon	2	1.0	2	100.0	1484.859	1485.474	1499.980	14.506
1	22072006	69	24	Reusable Grocery Shopping Bag	2	0.5	2	100.0	1500.482	1502.933	1511.558	8.625
1	22072006	70	32	Digital Weight Scale	2	29.9	2	92.0	1512.060	1514.314	1522.296	7.983
1	22072006	71	34	Watch	2	50.0	2	66.0	1522.798	1523.760	1536.352	12.592
1	22072006	72	14	Frying Pan	1	20.0	2	78.0	1536.854	1538.514	1559.090	20.577
1	22072006	73	30	Essential Oil Diffuser	2	30.0	3	40.0	1559.592	1561.254	1569.515	8.261
1	22072006	74	16	Health Tracking Watch	1	40.0	3	77.0	1570.017	1570.526	1585.029	14.502
1	22072006	75	19	Pen	2	1.0	3	100.0	1585.530	1588.250	1598.250	10.000
1	22072006	76	5	Candle	1	1.0	3	100.0	1598.752	1600.238	1619.552	19.314
1	22072006	77	9	Charging Box (Multi-Plug In)	1	20.0	3	77.0	1620.054	1622.203	1637.830	15.627
1	22072006	78	7	Coffee Mug	1	1.0	3	100.0	1638.332	1640.296	1651.933	11.636
1	22072006	79	34	Watch	2	50.0	3	83.0	1652.434	1654.163	1674.409	20.246
1	22072006	80	23	Ruler	2	1.0	3	100.0	1674.911	1675.750	1684.016	8.266
1	22072006	81	11	Wired Earphones	1	10.0	3	83.0	1684.518	1686.749	1701.016	14.266
1	22072006	82	4	Umbrella	1	10.0	3	86.0	1701.518	1702.380	1712.717	10.337
1	22072006	83	13	Head Thermometer	1	29.9	3	86.0	1713.219	1713.843	1727.110	13.267
1	22072006	84	15	Blender	1	19.9	3	85.0	1727.612	1730.193	1737.193	7.001
1	22072006	85	6	Notebook	1	2.9	3	94.0	1737.695	1738.208	1748.202	9.994
1	22072006	86	33	Large Coffee Machine	2	35.0	3	60.0	1748.704	1749.588	1760.780	11.192
1	22072006	87	12	Small Coffee Machine	1	30.0	3	68.0	1761.282	1762.540	1774.087	11.547
1	22072006	88	21	Spoon	2	1.1	3	100.0	1774.588	1777.360	1787.034	9.674
1	22072006	89	20	Lighter	2	1.1	3	NaN	1787.536	1789.778	1794.838	5.059
1	22072006	90	25	Water Bottle	2	3.0	3	92.0	1795.340	1798.075	1811.861	13.786
1	22072006	91	32	Digital Weight Scale	2	30.0	3	81.0	1812.363	1812.958	1826.666	13.708
