Group	subID	trial	item	itemname	patch	bid	bid_times	certainty	fixation_time	bid_start_time	bid_finish_time	RT
1	22102505	1	6	Notebook	1	1.4	1	99.0	0.789	3.108	22.074	18.966
1	22102505	2	15	Blender	1	10.1	1	99.0	22.575	23.211	34.709	11.498
1	22102505	3	32	Digital Weight Scale	2	10.1	1	98.0	35.210	37.994	53.035	15.041
1	22102505	4	34	Watch	2	10.0	1	100.0	53.537	56.396	67.463	11.067
1	22102505	5	26	Binoculars	2	10.1	1	99.0	67.965	68.754	79.750	10.996
1	22102505	6	24	Reusable Grocery Shopping Bag	2	1.4	1	99.0	80.252	82.186	95.058	12.872
1	22102505	7	3	Hand Soap	1	4.7	1	100.0	95.560	96.836	104.946	8.111
1	22102505	8	2	Dry-Erase Marker	1	1.0	1	100.0	105.448	107.921	117.583	9.661
1	22102505	9	4	Umbrella	1	5.0	1	99.0	118.084	119.556	129.700	10.144
1	22102505	10	5	Candle	1	5.0	1	99.0	130.201	132.707	146.984	14.276
1	22102505	11	16	Health Tracking Watch	1	10.0	1	100.0	147.486	149.487	160.453	10.966
1	22102505	12	7	Coffee Mug	1	3.8	1	100.0	160.955	163.082	169.611	6.529
1	22102505	13	22	Travel Pillow	2	1.3	1	100.0	170.113	172.943	180.807	7.864
1	22102505	14	27	Wallet	2	5.1	1	100.0	181.308	183.716	190.416	6.700
1	22102505	15	30	Essential Oil Diffuser	2	1.3	1	100.0	190.917	193.404	201.633	8.229
1	22102505	16	28	Digital Clock	2	7.8	1	100.0	202.134	203.547	212.126	8.579
1	22102505	17	20	Lighter	2	1.7	1	100.0	212.628	214.483	224.022	9.540
1	22102505	18	8	Bookbag	1	10.0	1	100.0	224.524	227.253	236.468	9.215
1	22102505	19	17	Drone	1	15.1	1	100.0	236.970	238.545	255.474	16.929
1	22102505	20	33	Large Coffee Machine	2	0.6	1	100.0	255.976	258.656	264.787	6.130
1	22102505	21	21	Spoon	2	0.8	1	100.0	265.289	266.320	272.310	5.990
1	22102505	22	9	Charging Box (Multi-Plug In)	1	1.8	1	100.0	272.812	274.928	281.152	6.224
1	22102505	23	29	Wireless Phone Charger	2	2.7	1	100.0	281.654	282.890	292.327	9.437
1	22102505	24	31	Water Filter Pitcher	2	5.0	1	100.0	292.829	294.626	301.000	6.374
1	22102505	25	18	Robotic Vacuum Cleaner	1	9.3	1	100.0	301.502	304.064	311.756	7.692
1	22102505	26	36	Kettle	2	5.0	1	99.0	312.258	314.196	320.134	5.937
1	22102505	27	12	Small Coffee Machine	1	0.1	1	100.0	320.635	323.410	328.500	5.090
1	22102505	28	11	Wired Earphones	1	2.9	1	100.0	329.001	331.537	337.896	6.359
1	22102505	29	1	Toothpaste	1	4.0	1	100.0	338.397	340.152	347.050	6.898
1	22102505	30	25	Water Bottle	2	0.0	1	100.0	347.551	348.867	354.124	5.257
1	22102505	31	23	Ruler	2	0.0	1	100.0	354.625	356.134	360.209	4.075
1	22102505	32	10	Speaker	1	10.0	1	100.0	360.711	362.727	375.306	12.579
1	22102505	33	19	Pen	2	0.8	1	99.0	375.807	377.972	382.592	4.620
1	22102505	34	35	Underwater Camera	2	10.1	1	100.0	383.094	385.746	394.013	8.267
1	22102505	35	13	Head Thermometer	1	6.4	1	100.0	394.515	397.057	402.760	5.703
1	22102505	36	14	Frying Pan	1	10.1	1	100.0	403.262	403.935	416.120	12.184
1	22102505	37	22	Travel Pillow	2	2.3	2	100.0	416.622	417.625	421.941	4.316
1	22102505	38	1	Toothpaste	1	0.0	2	100.0	422.443	424.492	428.941	4.449
1	22102505	39	28	Digital Clock	2	5.1	2	100.0	429.442	432.130	436.807	4.677
