Group	subID	trial	item	itemname	patch	bid	bid_times	certainty	fixation_time	bid_start_time	bid_finish_time	RT
1	22102406	1	29	Wireless Phone Charger	2	2.9	1	100.0	0.488	1.507	39.036	37.528
1	22102406	2	4	Umbrella	1	5.0	1	100.0	39.538	42.215	51.916	9.700
1	22102406	3	14	Frying Pan	1	1.6	1	100.0	52.417	55.048	63.896	8.848
1	22102406	4	12	Small Coffee Machine	1	3.1	1	100.0	64.398	65.184	83.020	17.836
1	22102406	5	36	Kettle	2	5.0	1	100.0	83.522	84.998	97.121	12.123
1	22102406	6	27	Wallet	2	3.1	1	100.0	97.623	98.715	110.198	11.483
1	22102406	7	6	Notebook	1	1.0	1	100.0	110.700	113.020	123.533	10.514
1	22102406	8	3	Hand Soap	1	1.0	1	100.0	124.035	126.248	135.816	9.568
1	22102406	9	26	Binoculars	2	2.0	1	100.0	136.319	138.800	147.472	8.672
1	22102406	10	16	Health Tracking Watch	1	1.1	1	100.0	147.973	149.131	157.361	8.230
1	22102406	11	13	Head Thermometer	1	1.2	1	100.0	157.862	160.075	171.917	11.843
1	22102406	12	22	Travel Pillow	2	1.0	1	100.0	172.419	173.140	180.889	7.749
1	22102406	13	28	Digital Clock	2	3.0	1	100.0	181.391	184.285	195.906	11.622
1	22102406	14	33	Large Coffee Machine	2	10.0	1	100.0	196.408	199.302	211.712	12.410
1	22102406	15	15	Blender	1	5.0	1	100.0	212.214	214.939	226.410	11.471
1	22102406	16	17	Drone	1	20.0	1	100.0	226.912	228.277	240.244	11.967
1	22102406	17	2	Dry-Erase Marker	1	1.0	1	100.0	240.746	242.115	250.552	8.437
1	22102406	18	5	Candle	1	0.0	1	100.0	251.054	252.416	256.874	4.458
1	22102406	19	31	Water Filter Pitcher	2	1.0	1	100.0	257.377	259.101	274.220	15.119
1	22102406	20	25	Water Bottle	2	1.1	1	100.0	274.722	277.662	290.656	12.994
1	22102406	21	24	Reusable Grocery Shopping Bag	2	0.3	1	100.0	291.158	292.076	298.379	6.303
1	22102406	22	32	Digital Weight Scale	2	1.0	1	100.0	298.881	299.623	308.521	8.898
1	22102406	23	34	Watch	2	4.0	1	100.0	309.023	310.003	322.332	12.329
1	22102406	24	9	Charging Box (Multi-Plug In)	1	2.0	1	100.0	322.834	323.606	338.697	15.091
1	22102406	25	11	Wired Earphones	1	1.0	1	100.0	339.199	340.563	352.577	12.014
1	22102406	26	30	Essential Oil Diffuser	2	0.0	1	100.0	353.078	354.513	360.325	5.811
1	22102406	27	19	Pen	2	0.5	1	100.0	360.827	362.419	370.674	8.256
1	22102406	28	1	Toothpaste	1	0.6	1	100.0	371.177	372.043	387.308	15.265
1	22102406	29	35	Underwater Camera	2	1.0	1	100.0	387.809	389.568	407.335	17.767
1	22102406	30	18	Robotic Vacuum Cleaner	1	10.0	1	100.0	407.837	409.774	421.631	11.857
1	22102406	31	23	Ruler	2	0.5	1	100.0	422.133	423.649	432.571	8.922
1	22102406	32	21	Spoon	2	0.5	1	100.0	433.073	434.359	439.813	5.454
1	22102406	33	8	Bookbag	1	2.0	1	100.0	440.315	442.461	457.696	15.236
