Group	subID	trial	item	itemname	patch	bid	bid_times	certainty	fixation_time	bid_start_time	bid_finish_time	RT
2	22071903	1	15	Blender	1	30.0	1	92.0	0.502	2.076	91.758	89.682
2	22071903	2	36	Kettle	2	15.0	1	100.0	92.260	94.051	117.376	23.325
2	22071903	3	10	Speaker	1	25.5	1	79.0	117.878	118.726	150.495	31.770
2	22071903	4	12	Small Coffee Machine	1	47.8	1	93.0	150.997	152.773	177.144	24.371
2	22071903	5	25	Water Bottle	2	20.0	1	100.0	177.646	178.672	190.218	11.546
2	22071903	6	35	Underwater Camera	2	0.0	1	100.0	190.720	192.294	204.387	12.093
2	22071903	7	29	Wireless Phone Charger	2	0.0	1	100.0	204.889	205.525	216.792	11.267
2	22071903	8	23	Ruler	2	5.0	1	100.0	217.294	218.458	232.010	13.551
2	22071903	9	8	Bookbag	1	15.0	1	100.0	232.511	234.305	256.283	21.978
2	22071903	10	3	Hand Soap	1	5.0	1	100.0	256.785	258.501	276.502	18.000
2	22071903	11	19	Pen	2	3.1	1	100.0	277.003	278.979	288.732	9.753
2	22071903	12	9	Charging Box (Multi-Plug In)	1	10.1	1	96.0	289.233	291.392	304.739	13.347
2	22071903	13	28	Digital Clock	2	0.0	1	100.0	305.240	306.035	316.581	10.547
2	22071903	14	24	Reusable Grocery Shopping Bag	2	7.2	1	100.0	317.083	317.723	329.507	11.784
2	22071903	15	2	Dry-Erase Marker	1	0.0	1	100.0	330.009	331.642	342.329	10.687
2	22071903	16	16	Health Tracking Watch	1	0.0	1	100.0	342.831	345.182	357.702	12.520
2	22071903	17	20	Lighter	2	0.8	1	100.0	358.204	360.929	370.847	9.917
2	22071903	18	4	Umbrella	1	12.0	1	100.0	371.349	374.022	390.315	16.292
2	22071903	19	30	Essential Oil Diffuser	2	0.0	1	100.0	390.816	392.121	397.766	5.645
2	22071903	20	6	Notebook	1	0.0	1	100.0	398.268	399.685	406.189	6.504
2	22071903	21	32	Digital Weight Scale	2	0.0	1	100.0	406.691	408.395	414.698	6.303
2	22071903	22	7	Coffee Mug	1	5.0	1	66.0	415.200	417.998	429.482	11.484
2	22071903	23	1	Toothpaste	1	8.1	1	78.0	429.984	432.117	442.435	10.319
2	22071903	24	22	Travel Pillow	2	0.0	1	100.0	442.937	443.732	448.144	4.412
2	22071903	25	33	Large Coffee Machine	2	47.5	1	95.0	448.646	451.215	475.383	24.168
2	22071903	26	21	Spoon	2	1.0	1	100.0	475.884	478.260	488.486	10.226
2	22071903	27	5	Candle	1	1.0	1	100.0	488.988	491.152	498.967	7.815
2	22071903	28	26	Binoculars	2	0.0	1	100.0	499.469	502.396	506.590	4.194
2	22071903	29	11	Wired Earphones	1	10.9	1	97.0	507.092	507.964	528.354	20.390
2	22071903	30	18	Robotic Vacuum Cleaner	1	0.0	1	100.0	528.856	530.578	535.861	5.283
2	22071903	31	34	Watch	2	0.0	1	100.0	536.363	537.883	542.211	4.329
2	22071903	32	31	Water Filter Pitcher	2	0.0	1	100.0	542.713	543.348	547.505	4.158
2	22071903	33	13	Head Thermometer	1	0.0	1	100.0	548.007	550.853	555.416	4.563
2	22071903	34	27	Wallet	2	5.4	1	91.0	555.918	557.314	571.905	14.592
2	22071903	35	17	Drone	1	0.0	1	100.0	572.407	573.594	578.089	4.495
2	22071903	36	14	Frying Pan	1	15.4	1	88.0	578.590	580.094	601.394	21.300
2	22071903	37	1	Toothpaste	1	7.0	2	99.0	601.896	603.000	622.484	19.484
2	22071903	38	27	Wallet	2	5.6	2	100.0	622.986	623.965	631.789	7.823
2	22071903	39	15	Blender	1	30.0	2	100.0	632.291	634.415	645.983	11.568
2	22071903	40	30	Essential Oil Diffuser	2	0.0	2	100.0	646.485	648.669	653.180	4.511
2	22071903	41	32	Digital Weight Scale	2	0.0	2	100.0	653.682	654.372	658.438	4.066
2	22071903	42	26	Binoculars	2	0.0	2	100.0	658.940	661.018	664.607	3.589
2	22071903	43	19	Pen	2	1.1	2	98.0	665.109	667.220	683.046	15.826
2	22071903	44	14	Frying Pan	1	11.5	2	97.0	683.548	684.686	695.523	10.838
2	22071903	45	21	Spoon	2	1.1	2	100.0	696.025	697.749	704.543	6.794
2	22071903	46	35	Underwater Camera	2	0.0	2	100.0	705.045	705.763	708.700	2.937
2	22071903	47	13	Head Thermometer	1	0.0	2	100.0	709.201	710.324	714.001	3.677
2	22071903	48	31	Water Filter Pitcher	2	0.0	2	100.0	714.503	716.287	720.439	4.152
2	22071903	49	5	Candle	1	1.0	2	100.0	720.941	722.798	736.679	13.881
2	22071903	50	6	Notebook	1	0.0	2	100.0	737.181	738.349	742.497	4.148
2	22071903	51	12	Small Coffee Machine	1	47.1	2	91.0	742.999	745.350	760.502	15.152
2	22071903	52	10	Speaker	1	0.0	2	82.0	761.003	761.559	777.086	15.526
2	22071903	53	22	Travel Pillow	2	0.0	2	100.0	777.587	778.556	782.236	3.680
2	22071903	54	23	Ruler	2	5.0	2	91.0	782.738	783.483	794.259	10.776
2	22071903	55	9	Charging Box (Multi-Plug In)	1	10.7	2	100.0	794.761	797.668	807.446	9.778
2	22071903	56	28	Digital Clock	2	0.0	2	100.0	807.948	808.655	812.484	3.829
2	22071903	57	25	Water Bottle	2	20.0	2	100.0	812.985	813.871	821.579	7.707
2	22071903	58	8	Bookbag	1	15.1	2	95.0	822.080	824.008	835.800	11.792
2	22071903	59	2	Dry-Erase Marker	1	0.0	2	100.0	836.301	836.965	841.833	4.868
2	22071903	60	4	Umbrella	1	12.0	2	99.0	842.335	844.224	858.402	14.178
2	22071903	61	16	Health Tracking Watch	1	0.0	2	100.0	858.904	860.010	863.353	3.342
2	22071903	62	18	Robotic Vacuum Cleaner	1	0.0	2	100.0	863.855	866.567	870.490	3.923
2	22071903	63	29	Wireless Phone Charger	2	0.0	2	100.0	870.992	873.343	877.765	4.421
2	22071903	64	17	Drone	1	0.0	2	100.0	878.267	880.346	884.010	3.664
2	22071903	65	7	Coffee Mug	1	5.1	2	97.0	884.512	885.059	894.424	9.365
2	22071903	66	36	Kettle	2	0.0	2	100.0	894.926	895.876	903.348	7.472
2	22071903	67	3	Hand Soap	1	5.0	2	100.0	903.850	904.763	912.382	7.619
2	22071903	68	33	Large Coffee Machine	2	47.6	2	95.0	912.884	915.325	923.267	7.942
2	22071903	69	11	Wired Earphones	1	11.3	2	92.0	923.769	925.413	933.879	8.466
2	22071903	70	20	Lighter	2	0.8	2	96.0	934.380	935.009	956.415	21.407
2	22071903	71	34	Watch	2	0.0	2	100.0	956.917	959.214	963.798	4.584
2	22071903	72	24	Reusable Grocery Shopping Bag	2	7.5	2	100.0	964.300	965.857	973.125	7.268
2	22071903	73	6	Notebook	1	0.0	3	100.0	973.627	974.594	978.718	4.123
2	22071903	74	9	Charging Box (Multi-Plug In)	1	11.5	3	100.0	979.219	982.099	992.271	10.172
2	22071903	75	19	Pen	2	1.0	3	100.0	992.773	994.898	1015.651	20.753
2	22071903	76	1	Toothpaste	1	7.0	3	100.0	1016.153	1016.905	1024.916	8.011
2	22071903	77	22	Travel Pillow	2	0.0	3	100.0	1025.418	1027.563	1030.864	3.302
2	22071903	78	29	Wireless Phone Charger	2	0.0	3	100.0	1031.366	1033.078	1038.511	5.434
2	22071903	79	35	Underwater Camera	2	0.0	3	100.0	1039.013	1039.998	1043.197	3.199
2	22071903	80	4	Umbrella	1	12.5	3	100.0	1043.698	1045.889	1055.279	9.390
2	22071903	81	8	Bookbag	1	15.0	3	100.0	1055.781	1056.606	1074.937	18.331
2	22071903	82	2	Dry-Erase Marker	1	0.0	3	100.0	1075.439	1076.356	1080.187	3.831
2	22071903	83	34	Watch	2	0.0	3	100.0	1080.689	1083.495	1087.064	3.569
2	22071903	84	26	Binoculars	2	0.0	3	100.0	1087.566	1088.495	1092.335	3.840
2	22071903	85	20	Lighter	2	0.8	3	100.0	1092.837	1095.575	1104.727	9.152
2	22071903	86	17	Drone	1	0.0	3	100.0	1105.229	1107.220	1111.209	3.989
2	22071903	87	30	Essential Oil Diffuser	2	0.0	3	100.0	1111.711	1114.132	1118.149	4.017
2	22071903	88	25	Water Bottle	2	20.0	3	100.0	1118.651	1120.707	1130.827	10.120
2	22071903	89	15	Blender	1	30.0	3	100.0	1131.329	1133.773	1149.541	15.767
2	22071903	90	16	Health Tracking Watch	1	0.0	3	100.0	1150.042	1152.699	1156.389	3.691
2	22071903	91	14	Frying Pan	1	15.0	3	100.0	1156.891	1158.061	1173.900	15.839
2	22071903	92	3	Hand Soap	1	5.0	3	100.0	1174.402	1176.667	1191.767	15.101
2	22071903	93	21	Spoon	2	1.0	3	100.0	1192.269	1192.809	1211.578	18.769
2	22071903	94	12	Small Coffee Machine	1	47.6	3	100.0	1212.080	1212.642	1222.840	10.198
2	22071903	95	10	Speaker	1	0.0	3	100.0	1223.342	1225.866	1232.173	6.307
2	22071903	96	31	Water Filter Pitcher	2	0.0	3	100.0	1232.675	1235.468	1239.301	3.833
2	22071903	97	23	Ruler	2	5.0	3	100.0	1239.803	1241.948	1252.101	10.153
2	22071903	98	32	Digital Weight Scale	2	0.0	3	100.0	1252.603	1254.574	1258.807	4.233
2	22071903	99	18	Robotic Vacuum Cleaner	1	0.0	3	100.0	1259.309	1260.442	1264.419	3.977
2	22071903	100	24	Reusable Grocery Shopping Bag	2	7.0	3	100.0	1264.921	1267.095	1282.622	15.527
