Group	subID	trial	item	itemname	patch	bid	bid_times	certainty	fixation_time	bid_start_time	bid_finish_time	RT
2	22071402	1	28	Digital Clock	2	32.3	1	80.0	0.489	1.321	48.378	47.058
2	22071402	2	6	Notebook	1	2.5	1	89.0	48.880	50.806	75.717	24.911
2	22071402	3	13	Head Thermometer	1	65.7	1	50.0	76.219	78.218	102.434	24.216
2	22071402	4	17	Drone	1	90.0	1	96.0	102.936	103.578	138.196	34.618
2	22071402	5	32	Digital Weight Scale	2	20.5	1	81.0	138.697	141.323	150.102	8.779
2	22071402	6	1	Toothpaste	1	4.7	1	89.0	150.604	151.494	163.209	11.714
2	22071402	7	16	Health Tracking Watch	1	75.3	1	61.0	163.710	166.583	176.325	9.742
2	22071402	8	7	Coffee Mug	1	10.9	1	90.0	176.828	178.452	210.459	32.007
2	22071402	9	9	Charging Box (Multi-Plug In)	1	21.5	1	76.0	210.961	212.355	229.509	17.154
2	22071402	10	36	Kettle	2	71.7	1	74.0	230.011	232.097	259.050	26.954
2	22071402	11	31	Water Filter Pitcher	2	17.8	1	88.0	259.552	260.143	270.805	10.662
2	22071402	12	34	Watch	2	90.0	1	100.0	271.307	274.184	286.204	12.019
2	22071402	13	26	Binoculars	2	55.4	1	90.0	286.706	288.071	302.236	14.165
2	22071402	14	8	Bookbag	1	45.0	1	83.0	302.738	304.572	319.400	14.829
2	22071402	15	3	Hand Soap	1	7.5	1	90.0	319.902	321.638	333.562	11.924
2	22071402	16	14	Frying Pan	1	17.1	1	75.0	334.064	335.934	349.426	13.492
2	22071402	17	19	Pen	2	2.5	1	84.0	349.928	350.560	368.659	18.099
2	22071402	18	27	Wallet	2	27.5	1	91.0	369.161	370.858	382.788	11.930
2	22071402	19	21	Spoon	2	2.0	1	54.0	383.290	386.171	404.221	18.050
2	22071402	20	11	Wired Earphones	1	25.0	1	95.0	404.723	407.521	416.692	9.171
2	22071402	21	5	Candle	1	30.6	1	97.0	417.194	417.764	433.140	15.376
2	22071402	22	22	Travel Pillow	2	17.2	1	80.0	433.642	435.855	443.831	7.976
2	22071402	23	29	Wireless Phone Charger	2	33.3	1	85.0	444.333	446.241	456.721	10.480
2	22071402	24	10	Speaker	1	45.0	1	84.0	457.223	457.834	480.009	22.174
2	22071402	25	12	Small Coffee Machine	1	63.0	1	86.0	480.510	482.561	500.304	17.742
2	22071402	26	23	Ruler	2	2.0	1	97.0	500.806	501.809	507.099	5.290
2	22071402	27	15	Blender	1	40.6	1	90.0	507.601	509.155	517.197	8.042
2	22071402	28	30	Essential Oil Diffuser	2	45.7	1	69.0	517.698	520.095	533.900	13.805
2	22071402	29	35	Underwater Camera	2	70.4	1	90.0	534.402	535.693	558.452	22.759
2	22071402	30	24	Reusable Grocery Shopping Bag	2	20.3	1	83.0	558.953	561.243	587.055	25.811
2	22071402	31	18	Robotic Vacuum Cleaner	1	35.9	1	72.0	587.557	589.885	601.043	11.158
2	22071402	32	4	Umbrella	1	36.1	1	57.0	601.545	604.226	611.937	7.711
2	22071402	33	2	Dry-Erase Marker	1	2.1	1	89.0	612.439	614.537	622.610	8.073
2	22071402	34	33	Large Coffee Machine	2	85.6	1	63.0	623.112	623.976	635.936	11.960
2	22071402	35	25	Water Bottle	2	25.4	1	73.0	636.438	638.138	653.248	15.110
2	22071402	36	20	Lighter	2	1.5	1	92.0	653.750	656.041	664.610	8.568
2	22071402	37	31	Water Filter Pitcher	2	15.4	2	83.0	665.112	667.917	676.391	8.474
2	22071402	38	5	Candle	1	45.9	2	82.0	676.893	677.564	693.449	15.885
2	22071402	39	28	Digital Clock	2	34.0	2	85.0	693.951	695.706	707.286	11.580
