Group	subID	trial	item	itemname	patch	bid	bid_times	certainty	fixation_time	bid_start_time	bid_finish_time	RT
2	22071908	1	13	Head Thermometer	1	7.5	1	94	0.502	2.831	79.195	76.364
2	22071908	2	12	Small Coffee Machine	1	35	1	90	79.697	82.322	98.258	15.936
2	22071908	3	25	Water Bottle	2	15	1	90	98.76	99.876	121.921	22.045
2	22071908	4	9	Charging Box (Multi-Plug In)	1	13	1	94	122.423	125.102	144.722	19.62
2	22071908	5	4	Umbrella	1	10	1	100	145.224	146.319	169.51	23.191
2	22071908	6	32	Digital Weight Scale	2	16	1	80	170.012	171.411	194.002	22.591
2	22071908	7	20	Lighter	2	0.5	1	100	194.504	195.095	205.381	10.286
2	22071908	8	22	Travel Pillow	2	7	1	94	205.882	208.607	226.331	17.724
2	22071908	9	26	Binoculars	2	10	1	98	226.833	228.287	238.919	10.632
2	22071908	10	30	Essential Oil Diffuser	2	15	1	97	239.42	241.032	261.526	20.494
2	22071908	11	27	Wallet	2	12.5	1	96	262.028	264.056	279.172	15.116
2	22071908	12	35	Underwater Camera	2	5	1	95	279.674	280.327	286.649	6.322
2	22071908	13	34	Watch	2	15	1	97	287.151	288.531	303.874	15.343
2	22071908	14	8	Bookbag	1	13	1	95	304.375	306.252	322.324	16.072
2	22071908	15	16	Health Tracking Watch	1	18	1	98	322.826	325.68	344.147	18.467
2	22071908	16	17	Drone	1	30	1	99	344.649	346.344	387.459	41.114
2	22071908	17	36	Kettle	2	15	1	100	387.96	390.645	400.771	10.125
2	22071908	18	15	Blender	1	13	1	100	401.272	402.195	415.43	13.235
2	22071908	19	24	Reusable Grocery Shopping Bag	2	2	1	100	415.932	418.182	431.563	13.381
2	22071908	20	6	Notebook	1	2	1	99	432.065	432.923	441.78	8.857
2	22071908	21	2	Dry-Erase Marker	1	1	1	98	442.282	443.344	463.199	19.855
2	22071908	22	3	Hand Soap	1	1	1	99	463.701	466.161	473.782	7.621
2	22071908	23	21	Spoon	2	0.5	1	99	474.284	475.994	483.903	7.908
2	22071908	24	33	Large Coffee Machine	2	20	1	98	484.405	486.536	506.091	19.555
2	22071908	25	5	Candle	1	3	1	98	506.593	509.253	520.124	10.871
2	22071908	26	10	Speaker	1	10	1	99	520.626	523.463	531.358	7.894
2	22071908	27	18	Robotic Vacuum Cleaner	1	35	1	99	531.86	533.08	556.292	23.212
2	22071908	28	29	Wireless Phone Charger	2	14	1	99	556.794	558.124	568.206	10.083
2	22071908	29	31	Water Filter Pitcher	2	8	1	98	568.708	569.512	579.828	10.316
2	22071908	30	7	Coffee Mug	1	2	1	98	580.329	580.887	588.532	7.646
2	22071908	31	19	Pen	2	1	1	100	589.034	590.977	600.373	9.396
2	22071908	32	23	Ruler	2	0.5	1	99	600.875	601.525	608.064	6.539
2	22071908	33	28	Digital Clock	2	8	1	98	608.565	610.908	623.187	12.279
2	22071908	34	1	Toothpaste	1	1	1	98	623.689	626.575	634.298	7.723
2	22071908	35	11	Wired Earphones	1	5	1	100	634.8	636.458	643.9	7.441
2	22071908	36	14	Frying Pan	1	10	1	100	644.401	645.421	652.617	7.196
2	22071908	37	20	Lighter	2	0.5	2	100	653.119	656.014	662.306	6.292
2	22071908	38	13	Head Thermometer	1	5	2	100	662.808	664.448	680.179	15.732
2	22071908	39	11	Wired Earphones	1	6	2	100	680.681	682.214	698.773	16.559
2	22071908	40	35	Underwater Camera	2	5	2	100	699.275	700.235	706.884	6.649
2	22071908	41	32	Digital Weight Scale	2	10	2	100	707.386	710.04	716.161	6.12
2	22071908	42	34	Watch	2	12	2	100	716.663	717.338	728.65	11.312
2	22071908	43	1	Toothpaste	1	1	2	100	729.151	731.187	739.311	8.124
2	22071908	44	7	Coffee Mug	1	2.5	2	100	739.813	741.491	754.066	12.576
2	22071908	45	27	Wallet	2	10	2	99	754.568	756.467	776.03	19.563
2	22071908	46	10	Speaker	1	12	2	100	776.531	779.429	787.076	7.647
2	22071908	47	28	Digital Clock	2	8	2	95	787.578	788.539	796.445	7.905
2	22071908	48	3	Hand Soap	1	1	2	98	796.947	799.841	809.051	9.209
2	22071908	49	2	Dry-Erase Marker	1	1	2	99	809.553	812.301	821.779	9.477
2	22071908	50	26	Binoculars	2	12	2	98	822.281	824.473	836.282	11.809
2	22071908	51	29	Wireless Phone Charger	2	10	2	99	836.784	839.624	845.982	6.358
2	22071908	52	18	Robotic Vacuum Cleaner	1	30	2	99	846.484	847.54	856.137	8.597
2	22071908	53	33	Large Coffee Machine	2	30	2	99	856.639	859.436	870.671	11.235
2	22071908	54	25	Water Bottle	2	11	2	100	871.173	872.943	890.144	17.202
2	22071908	55	21	Spoon	2	1	2	99	890.646	892.054	898.883	6.829
2	22071908	56	36	Kettle	2	13	2	98	899.385	900.748	908.307	7.559
2	22071908	57	30	Essential Oil Diffuser	2	12	2	100	908.809	911.536	929.453	17.917
2	22071908	58	14	Frying Pan	1	12	2	100	929.955	930.496	937.394	6.899
2	22071908	59	12	Small Coffee Machine	1	14	2	100	937.896	938.824	944.588	5.764
2	22071908	60	19	Pen	2	1	2	100	945.09	945.896	958.219	12.323
2	22071908	61	5	Candle	1	3	2	100	958.721	959.693	966.737	7.044
2	22071908	62	4	Umbrella	1	8	2	100	967.239	968.801	975.098	6.297
2	22071908	63	24	Reusable Grocery Shopping Bag	2	2	2	100	975.601	976.944	987.322	10.377
2	22071908	64	16	Health Tracking Watch	1	15	2	98	987.823	990.797	997.756	6.959
2	22071908	65	31	Water Filter Pitcher	2	11	2	97	998.258	999.449	1007.59	8.141
2	22071908	66	8	Bookbag	1	10	2	100	1008.091	1010.766	1017.042	6.276
2	22071908	67	17	Drone	1	30	2	92	1017.544	1018.43	1035.52	17.089
2	22071908	68	6	Notebook	1	3	2	98	1036.021	1037.794	1045.232	7.437
2	22071908	69	15	Blender	1	15	2	97	1045.733	1047.74	1062.523	14.783
2	22071908	70	9	Charging Box (Multi-Plug In)	1	9	2	100	1063.024	1064.22	1071.229	7.009
2	22071908	71	23	Ruler	2	1	2	100	1071.731	1074.499	1079.19	4.691
2	22071908	72	22	Travel Pillow	2	8	2	100	1079.691	1081.23	1085.627	4.397
2	22071908	73	11	Wired Earphones	1	8	3	98	1086.129	1087.432	1097.208	9.776
2	22071908	74	12	Small Coffee Machine	1	10	3	99	1097.71	1098.712	1112.484	13.773
