Group	subID	trial	item	itemname	patch	bid	bid_times	certainty	fixation_time	bid_start_time	bid_finish_time	RT
2	22071910	1	28	Digital Clock	2	19.4	1	96.0	0.502	1.366	16.891	15.525
2	22071910	2	19	Pen	2	8.2	1	74.0	17.393	20.335	26.393	6.058
2	22071910	3	35	Underwater Camera	2	90.0	1	100.0	26.895	29.141	34.865	5.724
2	22071910	4	32	Digital Weight Scale	2	37.3	1	80.0	35.367	37.166	44.833	7.667
2	22071910	5	33	Large Coffee Machine	2	90.0	1	100.0	45.335	45.907	51.108	5.201
2	22071910	6	25	Water Bottle	2	9.3	1	69.0	51.610	52.566	59.560	6.994
2	22071910	7	21	Spoon	2	3.0	1	97.0	60.061	60.613	70.991	10.378
2	22071910	8	7	Coffee Mug	1	12.5	1	90.0	71.493	72.544	78.853	6.309
2	22071910	9	1	Toothpaste	1	6.0	1	92.0	79.355	81.789	89.027	7.238
2	22071910	10	18	Robotic Vacuum Cleaner	1	86.3	1	54.0	89.528	91.682	101.881	10.198
2	22071910	11	24	Reusable Grocery Shopping Bag	2	21.1	1	75.0	102.382	103.132	109.678	6.546
2	22071910	12	16	Health Tracking Watch	1	47.7	1	76.0	110.180	111.770	125.734	13.964
2	22071910	13	10	Speaker	1	27.8	1	56.0	126.236	127.659	132.337	4.678
2	22071910	14	20	Lighter	2	2.1	1	100.0	132.839	133.548	139.159	5.611
2	22071910	15	5	Candle	1	6.0	1	74.0	139.660	141.938	148.678	6.740
2	22071910	16	31	Water Filter Pitcher	2	15.1	1	69.0	149.180	151.919	159.254	7.334
2	22071910	17	9	Charging Box (Multi-Plug In)	1	10.7	1	100.0	159.755	161.947	169.354	7.407
2	22071910	18	26	Binoculars	2	55.0	1	78.0	169.856	170.948	178.613	7.665
2	22071910	19	12	Small Coffee Machine	1	21.4	1	93.0	179.115	180.575	188.781	8.206
2	22071910	20	17	Drone	1	90.0	1	94.0	189.282	191.742	200.014	8.271
2	22071910	21	14	Frying Pan	1	14.4	1	79.0	200.516	203.157	210.378	7.221
2	22071910	22	30	Essential Oil Diffuser	2	21.5	1	32.0	210.880	213.493	226.202	12.709
2	22071910	23	11	Wired Earphones	1	10.3	1	65.0	226.705	228.615	234.925	6.309
2	22071910	24	6	Notebook	1	3.9	1	59.0	235.426	236.501	244.141	7.640
2	22071910	25	29	Wireless Phone Charger	2	20.8	1	74.0	244.643	247.155	253.322	6.167
2	22071910	26	2	Dry-Erase Marker	1	4.3	1	22.0	253.824	255.437	261.464	6.027
2	22071910	27	4	Umbrella	1	16.4	1	67.0	261.966	264.865	270.331	5.465
2	22071910	28	13	Head Thermometer	1	15.7	1	62.0	270.833	272.811	279.676	6.865
2	22071910	29	22	Travel Pillow	2	9.9	1	47.0	280.178	281.077	287.924	6.846
2	22071910	30	36	Kettle	2	16.0	1	30.0	288.426	291.312	298.772	7.460
2	22071910	31	34	Watch	2	38.6	1	52.0	299.273	302.127	309.521	7.394
2	22071910	32	27	Wallet	2	26.0	1	55.0	310.023	312.690	320.001	7.311
2	22071910	33	23	Ruler	2	2.1	1	81.0	320.503	323.294	328.433	5.139
2	22071910	34	8	Bookbag	1	27.3	1	60.0	328.935	331.061	339.765	8.704
2	22071910	35	3	Hand Soap	1	5.6	1	48.0	340.267	342.031	346.617	4.586
2	22071910	36	15	Blender	1	21.9	1	67.0	347.119	348.504	354.354	5.850
2	22071910	37	19	Pen	2	3.5	2	96.0	354.855	356.646	365.548	8.902
2	22071910	38	13	Head Thermometer	1	17.3	2	91.0	366.050	367.005	376.937	9.932
2	22071910	39	7	Coffee Mug	1	5.8	2	81.0	377.439	378.820	388.634	9.813
2	22071910	40	18	Robotic Vacuum Cleaner	1	71.5	2	83.0	389.135	390.305	395.935	5.631
2	22071910	41	5	Candle	1	7.9	2	48.0	396.437	397.214	403.577	6.363
2	22071910	42	29	Wireless Phone Charger	2	21.1	2	79.0	404.078	406.364	414.322	7.958
2	22071910	43	35	Underwater Camera	2	80.1	2	98.0	414.824	416.637	424.022	7.385
2	22071910	44	15	Blender	1	22.8	2	83.0	424.524	426.426	432.987	6.561
2	22071910	45	34	Watch	2	40.9	2	49.0	433.489	435.459	443.276	7.817
2	22071910	46	27	Wallet	2	25.6	2	49.0	443.777	444.915	451.369	6.455
2	22071910	47	3	Hand Soap	1	8.2	2	50.0	451.871	454.237	459.529	5.292
2	22071910	48	4	Umbrella	1	24.8	2	48.0	460.031	461.707	468.746	7.039
2	22071910	49	21	Spoon	2	2.6	2	94.0	469.248	471.857	480.298	8.441
2	22071910	50	25	Water Bottle	2	5.1	2	89.0	480.799	482.681	489.761	7.081
2	22071910	51	16	Health Tracking Watch	1	36.5	2	78.0	490.263	491.050	498.268	7.218
2	22071910	52	22	Travel Pillow	2	15.0	2	70.0	498.770	501.332	506.524	5.192
2	22071910	53	32	Digital Weight Scale	2	26.7	2	99.0	507.026	509.762	518.915	9.153
2	22071910	54	28	Digital Clock	2	16.0	2	90.0	519.417	522.330	530.422	8.092
2	22071910	55	8	Bookbag	1	20.2	2	83.0	530.924	532.402	540.422	8.021
2	22071910	56	17	Drone	1	77.7	2	98.0	540.924	542.736	550.064	7.327
2	22071910	57	11	Wired Earphones	1	10.7	2	93.0	550.565	552.997	563.314	10.317
2	22071910	58	36	Kettle	2	14.1	2	72.0	563.816	565.158	572.185	7.027
2	22071910	59	2	Dry-Erase Marker	1	2.4	2	87.0	572.687	575.507	582.751	7.245
2	22071910	60	23	Ruler	2	1.8	2	97.0	583.253	586.135	591.847	5.712
2	22071910	61	9	Charging Box (Multi-Plug In)	1	11.6	2	97.0	592.349	593.653	603.579	9.927
2	22071910	62	1	Toothpaste	1	2.4	2	96.0	604.081	604.855	610.792	5.936
2	22071910	63	14	Frying Pan	1	15.6	2	92.0	611.293	613.753	621.815	8.062
2	22071910	64	10	Speaker	1	14.0	2	75.0	622.317	623.293	638.029	14.736
2	22071910	65	33	Large Coffee Machine	2	90.0	2	100.0	638.531	640.593	647.982	7.388
2	22071910	66	20	Lighter	2	1.3	2	98.0	648.483	651.003	656.802	5.799
2	22071910	67	31	Water Filter Pitcher	2	3.7	2	99.0	657.303	660.151	667.376	7.224
2	22071910	68	24	Reusable Grocery Shopping Bag	2	12.3	2	80.0	667.877	669.739	678.900	9.161
2	22071910	69	26	Binoculars	2	55.8	2	100.0	679.402	680.505	687.465	6.960
2	22071910	70	30	Essential Oil Diffuser	2	5.4	2	97.0	687.967	689.210	701.115	11.906
2	22071910	71	6	Notebook	1	0.8	2	99.0	701.617	703.934	709.895	5.961
2	22071910	72	12	Small Coffee Machine	1	15.6	2	92.0	710.397	711.404	716.743	5.339
2	22071910	73	26	Binoculars	2	59.3	3	94.0	717.245	718.028	729.941	11.913
2	22071910	74	2	Dry-Erase Marker	1	1.8	3	99.0	730.443	731.841	737.641	5.799
2	22071910	75	13	Head Thermometer	1	9.1	3	99.0	738.142	739.804	747.509	7.705
