Group	subID	trial	item	itemname	patch	bid	bid_times	certainty	fixation_time	bid_start_time	bid_finish_time	RT
2	22071901	1	17	Drone	1	25.0	1	50.0	0.503	2.127	100.116	97.990
2	22071901	2	24	Reusable Grocery Shopping Bag	2	2.0	1	60.0	100.619	101.485	114.340	12.855
2	22071901	3	22	Travel Pillow	2	1.0	1	62.0	114.842	116.094	126.294	10.200
2	22071901	4	20	Lighter	2	0.0	1	100.0	126.796	128.822	135.542	6.721
2	22071901	5	16	Health Tracking Watch	1	20.0	1	70.0	136.044	138.067	186.960	48.894
2	22071901	6	35	Underwater Camera	2	25.0	1	62.0	187.462	189.255	219.517	30.262
2	22071901	7	10	Speaker	1	15.0	1	50.0	220.019	221.659	238.580	16.921
2	22071901	8	27	Wallet	2	7.5	1	70.0	239.082	239.988	260.690	20.703
2	22071901	9	32	Digital Weight Scale	2	2.5	1	50.0	261.192	261.899	283.171	21.272
2	22071901	10	2	Dry-Erase Marker	1	0.0	1	100.0	283.673	285.141	290.349	5.208
2	22071901	11	26	Binoculars	2	20.0	1	51.0	290.851	293.765	322.923	29.158
2	22071901	12	8	Bookbag	1	15.0	1	65.0	323.425	326.307	359.722	33.415
2	22071901	13	28	Digital Clock	2	0.1	1	80.0	360.224	362.288	375.640	13.352
2	22071901	14	23	Ruler	2	0.0	1	100.0	376.142	377.165	382.573	5.408
2	22071901	15	21	Spoon	2	0.0	1	100.0	383.075	385.639	395.118	9.479
2	22071901	16	31	Water Filter Pitcher	2	14.5	1	50.0	395.619	397.737	440.155	42.418
2	22071901	17	34	Watch	2	25.0	1	30.0	440.657	442.341	477.621	35.280
2	22071901	18	36	Kettle	2	20.0	1	60.0	478.123	478.898	505.273	26.375
2	22071901	19	12	Small Coffee Machine	1	25.8	1	56.0	505.775	508.474	530.136	21.662
2	22071901	20	3	Hand Soap	1	0.0	1	100.0	530.638	531.541	535.600	4.059
2	22071901	21	4	Umbrella	1	0.0	1	100.0	536.102	538.289	543.851	5.563
2	22071901	22	19	Pen	2	0.0	1	100.0	544.353	545.822	550.412	4.591
2	22071901	23	7	Coffee Mug	1	1.0	1	100.0	550.914	553.212	577.794	24.582
2	22071901	24	25	Water Bottle	2	2.6	1	75.0	578.296	580.936	604.644	23.708
2	22071901	25	5	Candle	1	0.0	1	100.0	605.146	605.993	612.554	6.561
2	22071901	26	15	Blender	1	14.0	1	55.0	613.056	616.016	658.527	42.511
2	22071901	27	18	Robotic Vacuum Cleaner	1	24.5	1	50.0	659.028	660.091	708.342	48.251
2	22071901	28	9	Charging Box (Multi-Plug In)	1	0.0	1	100.0	708.844	710.546	722.221	11.675
2	22071901	29	14	Frying Pan	1	7.0	1	70.0	722.723	723.566	743.430	19.864
2	22071901	30	30	Essential Oil Diffuser	2	13.0	1	70.0	743.932	746.151	767.880	21.730
2	22071901	31	29	Wireless Phone Charger	2	7.0	1	50.0	768.382	771.336	811.397	40.060
2	22071901	32	33	Large Coffee Machine	2	27.0	1	50.0	811.898	813.052	854.740	41.688
2	22071901	33	13	Head Thermometer	1	12.0	1	50.0	855.242	857.926	874.580	16.653
2	22071901	34	11	Wired Earphones	1	1.0	1	64.0	875.081	877.651	895.586	17.934
2	22071901	35	6	Notebook	1	0.1	1	70.0	896.088	897.548	912.194	14.645
2	22071901	36	1	Toothpaste	1	1.0	1	70.0	912.695	915.200	932.756	17.556
2	22071901	37	26	Binoculars	2	30.0	2	65.0	933.258	935.182	948.110	12.927
2	22071901	38	21	Spoon	2	0.0	2	100.0	948.611	949.545	957.577	8.032
2	22071901	39	7	Coffee Mug	1	1.0	2	85.0	958.079	959.125	980.880	21.754
2	22071901	40	33	Large Coffee Machine	2	30.0	2	65.0	981.381	984.311	1004.806	20.496
2	22071901	41	31	Water Filter Pitcher	2	14.0	2	69.0	1005.308	1007.621	1018.981	11.360
2	22071901	42	14	Frying Pan	1	5.0	2	65.0	1019.483	1022.346	1032.907	10.561
2	22071901	43	25	Water Bottle	2	5.0	2	65.0	1033.409	1034.919	1044.455	9.536
2	22071901	44	8	Bookbag	1	12.0	2	50.0	1044.957	1045.689	1067.567	21.878
2	22071901	45	32	Digital Weight Scale	2	7.5	2	50.0	1068.069	1070.438	1101.130	30.692
2	22071901	46	20	Lighter	2	0.0	2	100.0	1101.632	1103.209	1107.353	4.144
2	22071901	47	28	Digital Clock	2	2.0	2	65.0	1107.854	1108.703	1121.974	13.271
