Group	subID	trial	item	itemname	patch	bid	bid_times	certainty	fixation_time	bid_start_time	bid_finish_time	RT
2	22110304	1	22	Travel Pillow	2	2.0	1	100.0	0.509	1.650	35.743	34.093
2	22110304	2	17	Drone	1	15.1	1	90.0	36.245	37.405	59.532	22.128
2	22110304	3	19	Pen	2	0.4	1	100.0	60.034	62.669	82.734	20.065
2	22110304	4	13	Head Thermometer	1	2.0	1	92.0	83.236	84.914	100.696	15.782
2	22110304	5	14	Frying Pan	1	0.0	1	100.0	101.198	103.640	116.824	13.184
2	22110304	6	12	Small Coffee Machine	1	5.1	1	93.0	117.326	118.688	131.171	12.483
2	22110304	7	5	Candle	1	2.4	1	100.0	131.673	134.515	143.293	8.778
2	22110304	8	36	Kettle	2	5.3	1	100.0	143.795	145.894	170.276	24.382
2	22110304	9	21	Spoon	2	0.2	1	100.0	170.778	171.457	184.901	13.445
2	22110304	10	30	Essential Oil Diffuser	2	0.0	1	100.0	185.403	187.212	196.310	9.098
2	22110304	11	26	Binoculars	2	0.3	1	100.0	196.812	198.447	210.664	12.218
2	22110304	12	23	Ruler	2	0.3	1	100.0	211.166	212.723	220.444	7.721
2	22110304	13	6	Notebook	1	0.5	1	100.0	220.946	222.048	231.042	8.994
2	22110304	14	25	Water Bottle	2	1.2	1	100.0	231.545	233.723	242.193	8.469
2	22110304	15	16	Health Tracking Watch	1	7.9	1	100.0	242.695	245.196	258.553	13.356
2	22110304	16	34	Watch	2	16.0	1	84.0	259.054	260.962	287.882	26.920
2	22110304	17	29	Wireless Phone Charger	2	3.9	1	89.0	288.384	290.689	307.507	16.818
2	22110304	18	31	Water Filter Pitcher	2	7.5	1	94.0	308.009	309.328	319.799	10.470
2	22110304	19	24	Reusable Grocery Shopping Bag	2	1.0	1	100.0	320.300	322.635	328.769	6.134
2	22110304	20	2	Dry-Erase Marker	1	0.5	1	100.0	329.271	330.254	342.664	12.410
2	22110304	21	9	Charging Box (Multi-Plug In)	1	1.0	1	77.0	343.165	344.181	360.699	16.518
2	22110304	22	8	Bookbag	1	2.0	1	95.0	361.201	363.675	370.618	6.943
2	22110304	23	3	Hand Soap	1	3.7	1	93.0	371.120	373.639	386.637	12.997
2	22110304	24	4	Umbrella	1	5.0	1	97.0	387.138	389.173	400.308	11.135
2	22110304	25	11	Wired Earphones	1	0.8	1	97.0	400.810	401.578	410.483	8.905
2	22110304	26	27	Wallet	2	3.0	1	96.0	410.985	413.236	423.311	10.074
2	22110304	27	33	Large Coffee Machine	2	13.4	1	98.0	423.813	426.050	439.598	13.548
2	22110304	28	35	Underwater Camera	2	1.1	1	94.0	440.100	440.927	448.173	7.246
2	22110304	29	1	Toothpaste	1	0.3	1	93.0	448.674	449.314	455.646	6.332
2	22110304	30	7	Coffee Mug	1	1.4	1	94.0	456.147	457.970	472.601	14.631
2	22110304	31	10	Speaker	1	10.0	1	97.0	473.103	475.629	490.677	15.049
2	22110304	32	32	Digital Weight Scale	2	1.5	1	97.0	491.179	492.490	498.658	6.168
2	22110304	33	15	Blender	1	1.2	1	93.0	499.160	500.979	518.130	17.151
2	22110304	34	20	Lighter	2	0.1	1	96.0	518.632	521.132	528.183	7.051
2	22110304	35	28	Digital Clock	2	1.4	1	91.0	528.684	529.448	533.867	4.420
2	22110304	36	18	Robotic Vacuum Cleaner	1	1.6	1	94.0	534.369	537.295	548.158	10.863
2	22110304	37	29	Wireless Phone Charger	2	2.0	2	97.0	548.660	549.619	562.323	12.704
2	22110304	38	7	Coffee Mug	1	0.9	2	96.0	562.825	564.232	576.665	12.433
2	22110304	39	9	Charging Box (Multi-Plug In)	1	2.3	2	95.0	577.167	579.108	583.823	4.715
2	22110304	40	23	Ruler	2	0.1	2	95.0	584.325	584.878	591.564	6.686
2	22110304	41	31	Water Filter Pitcher	2	1.4	2	93.0	592.066	592.846	597.309	4.463
2	22110304	42	10	Speaker	1	4.2	2	95.0	597.811	600.353	606.478	6.126
2	22110304	43	5	Candle	1	0.2	2	97.0	606.980	607.591	615.453	7.862
2	22110304	44	35	Underwater Camera	2	1.0	2	95.0	615.955	618.110	623.245	5.136
2	22110304	45	4	Umbrella	1	1.0	2	96.0	623.748	625.437	642.461	17.025
2	22110304	46	20	Lighter	2	0.3	2	97.0	642.963	643.616	648.658	5.042
2	22110304	47	33	Large Coffee Machine	2	4.2	2	95.0	649.160	651.219	662.957	11.738
2	22110304	48	32	Digital Weight Scale	2	1.4	2	97.0	663.459	665.104	676.361	11.257
2	22110304	49	14	Frying Pan	1	1.8	2	92.0	676.863	678.331	682.951	4.619
2	22110304	50	12	Small Coffee Machine	1	3.0	2	93.0	683.452	685.409	694.508	9.099
2	22110304	51	19	Pen	2	0.4	2	99.0	695.010	698.000	703.028	5.028
2	22110304	52	26	Binoculars	2	1.0	2	97.0	703.530	706.258	711.092	4.835
2	22110304	53	16	Health Tracking Watch	1	1.1	2	98.0	711.594	712.600	719.070	6.470
2	22110304	54	28	Digital Clock	2	1.6	2	97.0	719.572	721.470	726.079	4.609
2	22110304	55	6	Notebook	1	0.1	2	100.0	726.581	728.691	733.877	5.186
2	22110304	56	1	Toothpaste	1	0.3	2	96.0	734.379	736.964	740.551	3.587
2	22110304	57	21	Spoon	2	0.0	2	96.0	741.053	743.861	749.045	5.184
2	22110304	58	17	Drone	1	2.7	2	95.0	749.547	750.997	758.047	7.050
2	22110304	59	3	Hand Soap	1	0.2	2	98.0	758.549	761.057	766.500	5.443
2	22110304	60	15	Blender	1	1.1	2	95.0	767.002	768.807	773.297	4.490
2	22110304	61	8	Bookbag	1	0.6	2	97.0	773.799	775.598	780.527	4.930
2	22110304	62	36	Kettle	2	1.0	2	93.0	781.030	783.709	788.186	4.477
2	22110304	63	34	Watch	2	10.0	2	93.0	788.688	790.219	799.570	9.350
2	22110304	64	2	Dry-Erase Marker	1	0.8	2	96.0	800.071	801.828	807.264	5.436
2	22110304	65	13	Head Thermometer	1	0.6	2	94.0	807.766	810.207	815.152	4.945
2	22110304	66	27	Wallet	2	1.2	2	93.0	815.654	817.344	822.261	4.917
2	22110304	67	25	Water Bottle	2	0.6	2	90.0	822.763	825.186	829.238	4.052
2	22110304	68	18	Robotic Vacuum Cleaner	1	1.9	2	98.0	829.740	831.692	835.435	3.744
2	22110304	69	30	Essential Oil Diffuser	2	0.5	2	97.0	835.937	836.453	841.698	5.244
