Group	subID	trial	item	itemname	patch	bid	bid_times	certainty	fixation_time	bid_start_time	bid_finish_time	RT
2	22102706	1	22	Travel Pillow	2	10.0	1	95.0	0.502	1.338	89.454	88.116
2	22102706	2	15	Blender	1	20.0	1	100.0	89.956	90.737	188.655	97.918
2	22102706	3	17	Drone	1	15.0	1	100.0	189.157	190.014	228.581	38.567
2	22102706	4	25	Water Bottle	2	2.5	1	100.0	229.083	229.753	301.756	72.003
2	22102706	5	10	Speaker	1	15.0	1	100.0	302.258	303.333	348.738	45.405
2	22102706	6	26	Binoculars	2	20.0	1	100.0	349.240	351.375	371.872	20.497
2	22102706	7	19	Pen	2	2.5	1	100.0	372.374	372.981	431.977	58.995
2	22102706	8	11	Wired Earphones	1	2.5	1	100.0	432.478	433.894	474.688	40.794
2	22102706	9	1	Toothpaste	1	0.0	1	100.0	475.190	476.383	498.175	21.792
2	22102706	10	23	Ruler	2	0.0	1	100.0	498.677	500.446	511.535	11.089
2	22102706	11	7	Coffee Mug	1	0.0	1	100.0	512.037	514.377	527.101	12.724
2	22102706	12	20	Lighter	2	0.0	1	100.0	527.603	530.401	542.333	11.932
2	22102706	13	35	Underwater Camera	2	25.0	1	100.0	542.835	545.753	628.835	83.082
2	22102706	14	13	Head Thermometer	1	7.5	1	100.0	629.337	632.008	671.945	39.937
2	22102706	15	16	Health Tracking Watch	1	15.0	1	100.0	672.447	675.184	764.123	88.939
2	22102706	16	31	Water Filter Pitcher	2	0.0	1	100.0	764.625	766.516	807.361	40.845
2	22102706	17	24	Reusable Grocery Shopping Bag	2	5.0	1	100.0	807.863	809.356	847.841	38.485
2	22102706	18	36	Kettle	2	0.0	1	100.0	848.342	850.606	882.671	32.066
2	22102706	19	14	Frying Pan	1	5.0	1	100.0	883.173	883.931	919.201	35.269
2	22102706	20	29	Wireless Phone Charger	2	2.5	1	100.0	919.703	921.908	990.285	68.377
2	22102706	21	28	Digital Clock	2	0.0	1	100.0	990.787	992.871	1001.315	8.444
2	22102706	22	6	Notebook	1	0.0	1	100.0	1001.817	1003.397	1022.244	18.847
2	22102706	23	33	Large Coffee Machine	2	25.0	1	100.0	1022.746	1024.799	1079.441	54.641
2	22102706	24	5	Candle	1	0.0	1	100.0	1079.943	1082.806	1093.971	11.165
2	22102706	25	2	Dry-Erase Marker	1	0.0	1	100.0	1094.473	1096.028	1104.317	8.289
2	22102706	26	4	Umbrella	1	0.0	1	100.0	1104.819	1106.248	1118.619	12.371
2	22102706	27	9	Charging Box (Multi-Plug In)	1	5.0	1	100.0	1119.121	1120.268	1147.825	27.558
2	22102706	28	32	Digital Weight Scale	2	15.0	1	100.0	1148.327	1150.143	1184.152	34.009
2	22102706	29	3	Hand Soap	1	0.0	1	100.0	1184.654	1185.867	1194.762	8.895
2	22102706	30	34	Watch	2	0.0	1	100.0	1195.264	1196.876	1214.665	17.788
2	22102706	31	27	Wallet	2	0.0	1	100.0	1215.167	1218.023	1229.727	11.704
2	22102706	32	30	Essential Oil Diffuser	2	5.0	1	100.0	1230.229	1231.922	1247.939	16.017
