Group	subID	trial	item	itemname	patch	bid	bid_times	certainty	fixation_time	bid_start_time	bid_finish_time	RT
1	22102504	1	17	Drone	1	11.0	1	79.0	0.502	1.082	32.518	31.436
1	22102504	2	15	Blender	1	5.0	1	89.0	33.019	35.816	49.779	13.963
1	22102504	3	9	Charging Box (Multi-Plug In)	1	0.5	1	89.0	50.281	52.468	67.316	14.848
1	22102504	4	26	Binoculars	2	2.0	1	93.0	67.818	69.602	90.863	21.261
1	22102504	5	19	Pen	2	0.1	1	100.0	91.365	92.323	106.009	13.686
1	22102504	6	3	Hand Soap	1	0.3	1	83.0	106.511	107.071	116.654	9.583
1	22102504	7	20	Lighter	2	0.5	1	96.0	117.156	120.041	131.803	11.762
1	22102504	8	6	Notebook	1	0.3	1	91.0	132.305	133.703	142.708	9.005
1	22102504	9	32	Digital Weight Scale	2	0.8	1	97.0	143.210	144.379	154.143	9.764
1	22102504	10	29	Wireless Phone Charger	2	1.0	1	95.0	154.645	156.002	166.662	10.660
1	22102504	11	36	Kettle	2	1.1	1	97.0	167.164	169.084	184.241	15.157
1	22102504	12	31	Water Filter Pitcher	2	1.0	1	98.0	184.743	186.899	199.472	12.572
1	22102504	13	30	Essential Oil Diffuser	2	1.2	1	97.0	199.974	200.951	206.271	5.320
1	22102504	14	18	Robotic Vacuum Cleaner	1	1.4	1	98.0	206.772	208.495	217.645	9.149
1	22102504	15	34	Watch	2	0.5	1	98.0	218.147	220.291	226.441	6.150
1	22102504	16	7	Coffee Mug	1	0.5	1	98.0	226.943	227.592	233.640	6.048
1	22102504	17	24	Reusable Grocery Shopping Bag	2	0.2	1	96.0	234.142	234.745	242.813	8.068
1	22102504	18	11	Wired Earphones	1	2.0	1	95.0	243.315	245.554	255.710	10.156
1	22102504	19	35	Underwater Camera	2	5.0	1	96.0	256.212	258.689	277.791	19.103
1	22102504	20	5	Candle	1	0.9	1	99.0	278.293	278.914	285.335	6.421
1	22102504	21	8	Bookbag	1	5.0	1	90.0	285.837	286.968	296.492	9.524
1	22102504	22	28	Digital Clock	2	0.9	1	85.0	296.994	299.009	304.916	5.907
1	22102504	23	21	Spoon	2	0.2	1	93.0	305.418	306.699	314.347	7.648
1	22102504	24	14	Frying Pan	1	3.3	1	97.0	314.849	317.062	330.180	13.118
1	22102504	25	13	Head Thermometer	1	5.0	1	90.0	330.682	332.545	356.486	23.941
1	22102504	26	1	Toothpaste	1	0.9	1	90.0	356.988	359.982	370.571	10.588
1	22102504	27	12	Small Coffee Machine	1	0.9	1	96.0	371.072	371.800	376.416	4.616
1	22102504	28	4	Umbrella	1	3.0	1	96.0	376.918	377.479	387.407	9.928
1	22102504	29	10	Speaker	1	5.0	1	99.0	387.909	388.604	402.705	14.101
1	22102504	30	33	Large Coffee Machine	2	11.1	1	72.0	403.207	405.334	424.690	19.356
1	22102504	31	23	Ruler	2	0.9	1	83.0	425.192	427.692	432.614	4.922
1	22102504	32	22	Travel Pillow	2	0.9	1	99.0	433.116	434.950	439.952	5.001
1	22102504	33	25	Water Bottle	2	2.0	1	83.0	440.453	441.785	456.212	14.427
1	22102504	34	2	Dry-Erase Marker	1	0.5	1	85.0	456.713	459.697	465.017	5.320
1	22102504	35	27	Wallet	2	5.0	1	49.0	465.519	467.452	482.178	14.726
1	22102504	36	16	Health Tracking Watch	1	10.3	1	80.0	482.680	483.624	496.678	13.054
1	22102504	37	4	Umbrella	1	3.0	2	75.0	497.180	500.022	509.800	9.777
1	22102504	38	27	Wallet	2	3.2	2	56.0	510.302	511.675	523.115	11.440
1	22102504	39	22	Travel Pillow	2	0.3	2	96.0	523.617	525.249	529.937	4.689
1	22102504	40	13	Head Thermometer	1	5.0	2	94.0	530.439	532.956	542.523	9.567
1	22102504	41	35	Underwater Camera	2	5.1	2	95.0	543.025	545.080	553.604	8.525
1	22102504	42	30	Essential Oil Diffuser	2	0.6	2	93.0	554.106	556.300	563.115	6.815
1	22102504	43	2	Dry-Erase Marker	1	0.5	2	97.0	563.617	565.998	570.074	4.076
1	22102504	44	6	Notebook	1	0.7	2	97.0	570.576	573.352	578.690	5.338
1	22102504	45	8	Bookbag	1	5.3	2	68.0	579.191	581.955	590.006	8.051
1	22102504	46	23	Ruler	2	0.4	2	97.0	590.508	591.552	596.202	4.650
1	22102504	47	29	Wireless Phone Charger	2	2.2	2	95.0	596.704	599.039	605.659	6.620
1	22102504	48	9	Charging Box (Multi-Plug In)	1	0.9	2	87.0	606.160	608.313	616.623	8.310
1	22102504	49	12	Small Coffee Machine	1	1.4	2	94.0	617.126	618.964	623.312	4.349
1	22102504	50	17	Drone	1	11.0	2	69.0	623.814	624.376	645.764	21.388
1	22102504	51	10	Speaker	1	5.0	2	83.0	646.265	649.180	656.805	7.625
1	22102504	52	15	Blender	1	1.0	2	91.0	657.307	660.186	666.510	6.325
1	22102504	53	5	Candle	1	0.5	2	93.0	667.012	669.201	674.959	5.759
1	22102504	54	11	Wired Earphones	1	2.0	2	97.0	675.461	678.338	685.556	7.218
1	22102504	55	16	Health Tracking Watch	1	5.0	2	96.0	686.057	688.258	693.263	5.005
1	22102504	56	33	Large Coffee Machine	2	10.0	2	98.0	693.764	695.804	705.370	9.565
1	22102504	57	3	Hand Soap	1	0.4	2	89.0	705.872	706.835	711.699	4.864
1	22102504	58	34	Watch	2	1.0	2	97.0	712.200	713.643	719.795	6.152
1	22102504	59	20	Lighter	2	0.5	2	92.0	720.297	722.599	735.944	13.345
1	22102504	60	24	Reusable Grocery Shopping Bag	2	0.5	2	96.0	736.446	737.619	741.457	3.838
1	22102504	61	1	Toothpaste	1	0.2	2	100.0	741.959	744.435	749.531	5.096
1	22102504	62	26	Binoculars	2	2.3	2	100.0	750.033	750.824	756.899	6.075
1	22102504	63	14	Frying Pan	1	4.8	2	98.0	757.401	758.688	768.084	9.395
1	22102504	64	28	Digital Clock	2	0.5	2	100.0	768.586	770.263	775.542	5.279
1	22102504	65	18	Robotic Vacuum Cleaner	1	1.5	2	99.0	776.044	778.313	783.682	5.369
1	22102504	66	19	Pen	2	0.5	2	98.0	784.184	785.447	792.912	7.465
1	22102504	67	31	Water Filter Pitcher	2	1.0	2	100.0	793.414	795.322	802.956	7.634
1	22102504	68	21	Spoon	2	0.2	2	99.0	803.458	805.324	813.406	8.082
1	22102504	69	36	Kettle	2	1.0	2	100.0	813.908	815.260	820.026	4.766
1	22102504	70	32	Digital Weight Scale	2	1.0	2	100.0	820.528	821.806	827.355	5.550
1	22102504	71	25	Water Bottle	2	2.0	2	99.0	827.857	828.948	834.008	5.060
1	22102504	72	7	Coffee Mug	1	0.6	2	98.0	834.510	836.034	842.787	6.753
1	22102504	73	26	Binoculars	2	3.0	3	97.0	843.289	846.144	853.442	7.298
1	22102504	74	9	Charging Box (Multi-Plug In)	1	1.0	3	97.0	853.944	854.999	858.348	3.349
1	22102504	75	11	Wired Earphones	1	1.9	3	100.0	858.850	861.724	874.580	12.856
1	22102504	76	33	Large Coffee Machine	2	10.0	3	98.0	875.082	877.665	884.996	7.332
1	22102504	77	28	Digital Clock	2	0.5	3	94.0	885.498	888.241	893.363	5.122
1	22102504	78	14	Frying Pan	1	2.7	3	100.0	893.865	895.871	900.736	4.865
